RV_YM	DW_MSICK_CD	SEX_TP_CD	CL_CD	SIDO	GNL_NM_CD	JID_cnt	HID_cnt	YID_cnt	AMT_sum	TOT_USE_QTY_OR_EXEC_FQ_sum
202012	AF	2	21	11	224507CPC	39	39	39	3106037	2053
202012	AF	2	21	21	148602ATD	10	10	10	316884	286
202012	AF	2	21	21	224507CPC	18	18	18	1238638	854
202012	AF	2	21	22	148602ATD	82	82	82	4325322	3772
202012	AF	2	21	22	224507CPC	4	4	4	201766	158
202012	AF	2	21	23	148602ATD	92	92	92	3408595	2960
202012	AF	2	21	23	224507CPC	43	43	43	2812580	1790
202012	AF	2	21	24	148602ATD	15	15	15	733440	640
202012	AF	2	21	25	224507CPC	3	3	3	357960	240
202012	AF	2	21	26	148602ATD	12	12	12	501002	435
202012	AF	2	21	26	224507CPC	9	9	9	367716	262
202012	AF	2	21	31	148602ATD	302	302	302	13940883	12190
202012	AF	2	21	31	224507CPC	18	18	18	983212	674
202012	AF	2	21	32	148602ATD	95	95	95	4063482	3575
202012	AF	2	21	32	224507CPC	1	1	1	88088	56
202012	AF	2	21	33	148602ATD	10	10	10	362106	319
202012	AF	2	21	34	148602ATD	10	10	10	188076	168
202012	AF	2	21	34	224507CPC	13	13	13	513084	324
202012	AF	2	21	35	148602ATD	4	4	4	154710	135
202012	AF	2	21	35	224507CPC	2	2	2	87120	60
202012	AF	2	21	36	148602ATD	23	23	23	923016	816
202012	AF	2	21	36	224507CPC	3	3	3	152188	104
202012	AF	2	21	37	148602ATD	38	38	38	1356702	1246
202012	AF	2	21	37	224507CPC	12	12	12	658264	433
202012	AF	2	21	38	148602ATD	8	8	8	338022	294
202012	AF	2	21	38	224507CPC	19	19	19	1008746	683
202012	AF	2	28	11	148602ATD	82	82	82	1789996	2120
202012	AF	2	28	11	224507CPC	12	12	12	387558	294
202012	AF	2	28	21	148602ATD	20	20	20	477028	523
202012	AF	2	28	21	224507CPC	4	4	4	126433	91
202012	AF	2	28	22	148602ATD	49	49	49	1066334	1123.5
202012	AF	2	28	22	224507CPC	11	11	11	703408	498
202012	AF	2	28	23	148602ATD	5	5	5	148142	148
202012	AF	2	28	23	224507CPC	9	9	9	651480	420
202012	AF	2	28	24	148602ATD	4	4	4	185976	164
202012	AF	2	28	25	148602ATD	7	7	7	139218	133
202012	AF	2	28	25	224507CPC	3	3	3	113226	72
202012	AF	2	28	26	148602ATD	1	1	1	36750	30
202012	AF	2	28	31	148602ATD	187	187	187	5598294	5404.5
202012	AF	2	28	31	224507CPC	47	47	47	2529577	1722
202012	AF	2	28	32	148602ATD	73	73	73	1751782	2009
202012	AF	2	28	33	148602ATD	192	192	192	4033881	5158
202012	AF	2	28	33	224507CPC	2	2	2	117960	90
202012	AF	2	28	34	148602ATD	81	81	81	2684473	2263
202012	AF	2	28	34	224507CPC	6	6	6	182654	128
202012	AF	2	28	35	148602ATD	10	10	10	272862	295
202012	AF	2	28	35	224507CPC	1	1	1	46890	30
202012	AF	2	28	36	148602ATD	47	47	47	1584482	1403
202012	AF	2	28	37	148602ATD	155	155	155	4584146	4137.5
202012	AF	2	28	37	224507CPC	15	15	15	907012	604
202012	AF	2	28	38	148602ATD	198	198	198	4001352	5079
202012	AF	2	28	38	224507CPC	5	5	5	248548	181
202012	AF	2	28	39	148602ATD	17	17	17	636030	555
202012	AF	2	28	39	224507CPC	5	5	5	160293	109
202012	AF	2	31	11	148602ATD	141	141	141	4509598	4005
202012	AF	2	31	11	224507CPC	47	47	47	2467188	1660
202012	AF	2	31	21	148602ATD	26	26	26	932544	804
202012	AF	2	31	21	224507CPC	10	10	10	570906	388
202012	AF	2	31	22	148602ATD	163	163	163	5593411	4940
202012	AF	2	31	22	224507CPC	12	12	12	539062	352
202012	AF	2	31	23	148602ATD	51	51	51	1737171	1473
202012	AF	2	31	23	224507CPC	36	36	36	2057284	1360
202012	AF	2	31	24	148602ATD	26	26	26	1031520	915
202012	AF	2	31	25	148602ATD	36	36	36	1154239	986
202012	AF	2	31	25	224507CPC	8	8	8	495264	333
202012	AF	2	31	26	148602ATD	10	10	10	378112	344
202012	AF	2	31	26	224507CPC	2	2	2	159584	116
202012	AF	2	31	31	148602ATD	400	400	400	14470618	12934
202012	AF	2	31	31	224507CPC	130	130	130	5693831	3823
202012	AF	2	31	32	148602ATD	50	50	50	1808251	1597
202012	AF	2	31	32	224507CPC	7	7	7	368340	240
202012	AF	2	31	33	148602ATD	74	74	74	1939877	1956
202012	AF	2	31	33	224507CPC	6	6	6	341738	236
202012	AF	2	31	34	148602ATD	54	54	54	2143453	1906
202012	AF	2	31	34	224507CPC	36	36	36	1515026	1099
202012	AF	2	31	35	148602ATD	91	91	91	2745306	2464
202012	AF	2	31	35	224507CPC	18	18	18	755790	536
202012	AF	2	31	36	148602ATD	34	34	34	1252836	1112
202012	AF	2	31	36	224507CPC	2	2	2	90450	60
202012	AF	2	31	37	148602ATD	27	27	27	923293	816
202012	AF	2	31	37	224507CPC	18	18	18	759638	538
202012	AF	2	31	38	148602ATD	72	72	72	3374966	2988.5
202012	AF	2	31	38	224507CPC	7	7	7	312840	210
202012	AF	2	31	39	148602ATD	15	15	15	315212	389
202012	AF	2	31	39	224507CPC	2	2	2	70560	60
202012	AF	2	31	41	148602ATD	12	12	12	776418	640
202012	AF	2	31	41	224507CPC	4	4	4	320400	210
202012	AF	2	71	32	148602ATD	19	19	19	1242264	1084
202012	AF	2	71	32	224507CPC	11	11	11	1163490	752
202012	AF	2	71	35	148602ATD	1	1	1	17190	15
202012	AF	2	71	36	148602ATD	1	1	1	34380	30
202012	AF	2	71	37	148602ATD	2	2	2	134340	120
202012	AF	2	72	37	148602ATD	4	4	4	206280	180
202012	AF	2	75	31	148602ATD	10	10	10	462538	447
202012	AF	2	75	31	224507CPC	2	2	2	109410	70
202012	AF	2	75	32	148602ATD	1	1	1	96264	84
202012	AF	2	75	32	224507CPC	1	1	1	81312	56
202012	AF	2	75	34	148602ATD	7	7	7	407976	356
202012	AF	2	75	34	224507CPC	2	2	2	85559	67
202012	AF	2	75	35	148602ATD	1	1	1	34380	30
202012	AF	2	75	37	224507CPC	1	1	1	46890	30
202012	AF	2	92	11	224507CPC	1	1	1	30492	21
202012	AG	1	11	11	148602ATD	25	25	25	1723804	1966
202012	AG	1	11	11	224507CPC	27	27	27	3415859	2262
202012	AG	1	11	21	148602ATD	5	5	5	337855	284
202012	AG	1	11	22	148602ATD	7	7	7	301292	266
202012	AG	1	11	23	148602ATD	1	1	1	22456	28
202012	AG	1	11	23	224507CPC	2	2	2	185614	118
202012	AG	1	11	24	148602ATD	12	12	12	190806	721
202012	AG	1	11	25	148602ATD	5	5	5	176676	266
202012	AG	1	11	25	224507CPC	2	2	2	13560	120
202012	AG	1	11	26	148602ATD	2	2	2	5465	5
202012	AG	1	11	31	148602ATD	23	23	23	1258429	1109
202012	AG	1	11	31	224507CPC	8	8	8	1026903	661
202012	AG	1	11	32	148602ATD	7	7	7	482882	437
202012	AG	1	11	32	224507CPC	2	2	2	166880	112
202012	AG	1	11	33	148602ATD	7	7	7	573000	500
202012	AG	1	11	33	224507CPC	2	2	2	55001	38
202012	AG	1	11	35	148602ATD	1	1	1	68859	63
202012	AG	1	11	35	224507CPC	1	1	1	94380	65
202012	AG	1	11	36	148602ATD	1	1	1	8631	7
202012	AG	1	11	37	148602ATD	5	5	5	305306	269
202012	AG	1	11	38	148602ATD	1	1	1	21860	20
202012	AG	1	21	22	148602ATD	1	1	1	103140	90
202012	AG	1	21	31	148602ATD	1	1	1	12888	12
202012	AG	1	21	34	148602ATD	1	1	1	32790	30
202012	AG	1	21	38	224507CPC	2	2	2	43418	34
202012	AG	1	28	11	224507CPC	1	1	1	17469	13.5
202012	AG	1	28	22	148602ATD	4	4	4	17552	23
202012	AG	1	28	31	224507CPC	3	3	3	222804	146
202012	AG	1	28	32	148602ATD	1	1	1	35370	30
202012	AG	1	28	33	148602ATD	3	3	3	56190	80
202012	AG	1	28	39	148602ATD	1	1	1	34380	30
202012	AG	1	31	11	148602ATD	2	2	2	32312	28
202012	AG	1	31	11	224507CPC	1	1	1	46890	30
202012	AG	1	31	25	148602ATD	1	1	1	34380	30
202012	AG	1	31	26	148602ATD	3	3	3	84161	77
202012	AG	1	31	31	148602ATD	4	4	4	221130	210
202012	AG	1	31	31	224507CPC	4	4	4	126390	80
202012	AG	1	31	33	148602ATD	1	1	1	34380	30
202012	AG	1	75	38	224507CPC	1	1	1	94380	60
202012	AG	2	11	11	148602ATD	22	22	22	2131908	1883
202012	AG	2	11	11	224507CPC	36	36	36	4354412	2809
202012	AG	2	11	21	148602ATD	2	2	2	64687	63
202012	AG	2	11	21	224507CPC	1	1	1	51909	33
202012	AG	2	11	22	148602ATD	14	14	14	820802	720
202012	AG	2	11	22	224507CPC	5	5	5	382371	263
202012	AG	2	11	23	148602ATD	3	3	3	198330	186
202012	AG	2	11	23	224507CPC	2	2	2	325669	223
202012	AG	2	11	25	148602ATD	2	2	2	58446	51
202012	AG	2	11	25	224507CPC	1	1	1	141570	90
202012	AG	2	11	31	148602ATD	22	22	22	1732995	1553
202012	AG	2	11	31	224507CPC	21	21	21	1936534	1274
202012	AG	2	11	32	148602ATD	4	4	4	264726	231
202012	AG	2	11	32	224507CPC	1	1	1	140670	90
202012	AG	2	11	33	148602ATD	9	9	9	709632	622
202012	AG	2	11	33	224507CPC	3	3	3	166980	115
202012	AG	2	11	34	148602ATD	3	3	3	245925	225
202012	AG	2	11	35	224507CPC	2	2	2	276276	175
202012	AG	2	11	36	224507CPC	1	1	1	88088	56
202012	AG	2	11	37	148602ATD	5	5	5	187212	162
202012	AG	2	11	38	148602ATD	4	4	4	178314	161
202012	AG	2	11	38	224507CPC	2	2	2	64592	44
202012	AG	2	11	39	224507CPC	1	1	1	153174	98
202012	AG	2	21	11	148602ATD	1	1	1	68760	60
202012	AG	2	21	11	224507CPC	1	1	1	43764	28
202012	AG	2	21	23	224507CPC	1	1	1	44352	28
202012	AG	2	21	31	148602ATD	1	1	1	68760	60
202012	AG	2	21	32	148602ATD	1	1	1	35370	30
202012	AG	2	21	34	148602ATD	3	3	3	71045	65
202012	AG	2	21	38	224507CPC	1	1	1	47580	30
202012	AG	2	28	11	224507CPC	1	1	1	19410	15
202012	AG	2	28	21	148602ATD	1	1	1	34380	30
202012	AG	2	28	22	224507CPC	1	1	1	33396	23
202012	AG	2	28	31	148602ATD	3	3	3	103140	90
202012	AG	2	28	31	224507CPC	6	6	6	271188	172
202012	AG	2	28	32	148602ATD	4	4	4	64176	56
202012	AG	2	28	33	148602ATD	4	4	4	13608	24
202012	AG	2	28	34	148602ATD	1	1	1	34380	30
202012	AG	2	28	37	148602ATD	2	2	2	39453	51
202012	AG	2	28	39	148602ATD	2	2	2	103140	90
202012	AG	2	31	11	148602ATD	2	2	2	42402	37
202012	AG	2	31	11	224507CPC	5	5	5	213575	139
202012	AG	2	31	22	148602ATD	5	5	5	181338	156
202012	AG	2	31	23	148602ATD	1	1	1	37050	30
202012	AG	2	31	24	148602ATD	2	2	2	67354	58
202012	AG	2	31	31	148602ATD	6	6	6	267358	238
202012	AG	2	31	31	224507CPC	2	2	2	44352	28
202012	AG	2	31	34	224507CPC	1	1	1	46890	30
202012	AG	2	31	36	148602ATD	1	1	1	36750	30
202012	AG	2	75	31	148602ATD	1	1	1	28320	30
202012	AG042	2	11	11	148602ATD	2	2	2	2778	36
202012	AG048	1	11	11	148602ATD	1	1	1	136080	120
202012	AG048	1	11	25	148602ATD	1	1	1	32088	28
202012	AG060	1	21	32	148602ATD	1	1	1	62888	56
202012	AG061	2	11	37	148602ATD	1	1	1	45738	42
202012	AG20	1	11	11	148602ATD	19	19	19	1323219	1404
202012	AG20	1	11	11	224507CPC	120	120	120	15383820	10227
202012	AG20	1	11	21	148602ATD	3	3	3	180190	146
202012	AG20	1	11	21	224507CPC	10	10	10	645786	529
202012	AG20	1	11	22	148602ATD	7	7	7	694476	606
202012	AG20	1	11	22	224507CPC	6	6	6	593292	388
202012	AG20	1	11	23	148602ATD	1	1	1	68040	60
202012	AG20	1	11	23	224507CPC	3	3	3	191914	178
202012	AG20	1	11	24	148602ATD	10	10	10	336862	620
202012	AG20	1	11	24	224507CPC	10	10	10	50059	443
202012	AG20	1	11	25	148602ATD	7	7	7	245778	331
202012	AG20	1	11	25	224507CPC	3	3	3	61290	150
202012	AG20	1	11	26	148602ATD	2	2	2	102120	120
202012	AG20	1	11	31	148602ATD	28	28	28	2131304	1911
202012	AG20	1	11	31	224507CPC	40	40	40	3749664	2602
202012	AG20	1	11	32	148602ATD	6	6	6	249483	228
202012	AG20	1	11	32	224507CPC	3	3	3	244689	158
202012	AG20	1	11	33	148602ATD	5	5	5	290970	255
202012	AG20	1	11	33	224507CPC	4	4	4	368087	239
202012	AG20	1	11	34	148602ATD	2	2	2	98370	90
202012	AG20	1	11	35	148602ATD	1	1	1	91812	84
202012	AG20	1	11	35	224507CPC	3	3	3	99792	63
202012	AG20	1	11	37	148602ATD	3	3	3	82856	71
202012	AG20	1	11	37	224507CPC	4	4	4	224000	148
202012	AG20	1	11	38	148602ATD	2	2	2	103140	90
202012	AG20	1	11	38	224507CPC	6	6	6	406680	285
202012	AG20	1	11	39	224507CPC	6	6	6	345665	227
202012	AG20	1	11	41	224507CPC	1	1	1	55055	35
202012	AG20	1	21	21	224507CPC	1	1	1	38820	30
202012	AG20	1	21	23	224507CPC	1	1	1	47190	30
202012	AG20	1	21	24	148602ATD	1	1	1	32088	28
202012	AG20	1	21	24	224507CPC	2	2	2	15860	10
202012	AG20	1	21	31	148602ATD	2	2	2	142800	120
202012	AG20	1	21	33	224507CPC	1	1	1	38310	30
202012	AG20	1	21	37	148602ATD	1	1	1	34020	30
202012	AG20	1	21	38	224507CPC	1	1	1	35756	28
202012	AG20	1	28	11	148602ATD	3	3	3	61800	60
202012	AG20	1	28	11	224507CPC	4	4	4	144180	120
202012	AG20	1	28	21	148602ATD	1	1	1	33000	30
202012	AG20	1	28	21	224507CPC	4	4	4	86814	69
202012	AG20	1	28	22	148602ATD	2	2	2	43850	50
202012	AG20	1	28	31	148602ATD	8	8	8	329850	305
202012	AG20	1	28	31	224507CPC	5	5	5	173193	141
202012	AG20	1	28	32	148602ATD	2	2	2	63150	60
202012	AG20	1	28	33	148602ATD	1	1	1	17010	30
202012	AG20	1	28	35	148602ATD	2	2	2	25280	32
202012	AG20	1	28	36	148602ATD	3	3	3	99150	90
202012	AG20	1	28	37	148602ATD	2	2	2	69906	61
202012	AG20	1	28	38	148602ATD	1	1	1	28500	30
202012	AG20	1	28	39	148602ATD	1	1	1	34380	30
202012	AG20	1	31	11	148602ATD	1	1	1	32312	28
202012	AG20	1	31	22	224507CPC	1	1	1	22204	14
202012	AG20	1	31	23	224507CPC	10	10	10	299208	195
202012	AG20	1	31	31	148602ATD	6	6	6	263503	241
202012	AG20	1	31	31	224507CPC	2	2	2	61755	45
202012	AG20	1	31	32	224507CPC	3	3	3	70785	45
202012	AG20	1	31	33	148602ATD	2	2	2	38892	42
202012	AG20	1	31	36	224507CPC	1	1	1	77640	60
202012	AG20	1	31	38	148602ATD	1	1	1	154710	135
202012	AG20	1	31	38	224507CPC	1	1	1	47190	30
202012	AG20	2	11	11	148602ATD	19	19	19	2172948	1927
202012	AG20	2	11	11	224507CPC	144	144	144	20238747	13330
202012	AG20	2	11	21	148602ATD	8	8	8	589025	505
202012	AG20	2	11	21	224507CPC	2	2	2	229658	146
202012	AG20	2	11	22	148602ATD	14	14	14	1064327	937
202012	AG20	2	11	22	224507CPC	17	17	17	1451545	934
202012	AG20	2	11	23	148602ATD	4	4	4	182970	155
202012	AG20	2	11	23	224507CPC	3	3	3	347634	234
202012	AG20	2	11	24	148602ATD	9	9	9	514338	501
202012	AG20	2	11	24	224507CPC	2	2	2	38272	78
202012	AG20	2	11	25	148602ATD	1	1	1	64440	60
202012	AG20	2	11	25	224507CPC	9	9	9	1471618	986
202012	AG20	2	11	26	148602ATD	8	8	8	320682	328
202012	AG20	2	11	31	148602ATD	40	40	40	3659499	3302
202012	AG20	2	11	31	224507CPC	59	59	59	5165844	3479
202012	AG20	2	11	32	148602ATD	9	9	9	797806	698
202012	AG20	2	11	32	224507CPC	7	7	7	730255	465
202012	AG20	2	11	33	148602ATD	4	4	4	148185	125
202012	AG20	2	11	33	224507CPC	6	6	6	628044	408
202012	AG20	2	11	34	148602ATD	5	5	5	353746	367
202012	AG20	2	11	34	224507CPC	2	2	2	180900	120
202012	AG20	2	11	35	148602ATD	1	1	1	99463	91
202012	AG20	2	11	35	224507CPC	4	4	4	313632	212
202012	AG20	2	11	36	148602ATD	1	1	1	25928	28
202012	AG20	2	11	36	224507CPC	1	1	1	38310	30
202012	AG20	2	11	37	148602ATD	10	10	10	516342	447
202012	AG20	2	11	37	224507CPC	4	4	4	223512	153
202012	AG20	2	11	38	148602ATD	1	1	1	103140	90
202012	AG20	2	11	38	224507CPC	16	16	16	1113767	788
202012	AG20	2	11	39	148602ATD	1	1	1	45906	42
202012	AG20	2	11	39	224507CPC	3	3	3	246389	156
202012	AG20	2	11	41	224507CPC	2	2	2	328230	210
202012	AG20	2	21	11	148602ATD	2	2	2	214110	180
202012	AG20	2	21	22	224507CPC	1	1	1	140670	90
202012	AG20	2	21	23	224507CPC	4	4	4	329832	208
202012	AG20	2	21	24	148602ATD	1	1	1	34380	30
202012	AG20	2	21	25	148602ATD	1	1	1	34380	30
202012	AG20	2	21	25	224507CPC	2	2	2	141270	90
202012	AG20	2	21	31	148602ATD	7	7	7	282612	242
202012	AG20	2	21	31	224507CPC	5	5	5	512556	328
202012	AG20	2	21	36	148602ATD	3	3	3	171900	150
202012	AG20	2	21	37	148602ATD	1	1	1	68760	60
202012	AG20	2	21	37	224507CPC	2	2	2	125430	90
202012	AG20	2	21	38	224507CPC	3	3	3	155296	100
202012	AG20	2	28	11	148602ATD	5	5	5	131520	150
202012	AG20	2	28	11	224507CPC	11	11	11	355170	300
202012	AG20	2	28	21	148602ATD	4	4	4	26600	61
202012	AG20	2	28	21	224507CPC	2	2	2	27540	30
202012	AG20	2	28	22	148602ATD	5	5	5	42568	82
202012	AG20	2	28	22	224507CPC	1	1	1	87120	60
202012	AG20	2	28	23	224507CPC	2	2	2	70785	45
202012	AG20	2	28	24	148602ATD	1	1	1	34620	30
202012	AG20	2	28	25	148602ATD	2	2	2	55560	60
202012	AG20	2	28	25	224507CPC	1	1	1	87120	60
202012	AG20	2	28	26	224507CPC	1	1	1	47520	30
202012	AG20	2	28	31	148602ATD	20	20	20	490740	462
202012	AG20	2	28	31	224507CPC	18	18	18	742971	567
202012	AG20	2	28	32	148602ATD	17	17	17	321794	434
202012	AG20	2	28	33	148602ATD	8	8	8	113850	170
202012	AG20	2	28	33	224507CPC	4	4	4	174240	120
202012	AG20	2	28	34	148602ATD	1	1	1	34580	28
202012	AG20	2	28	34	224507CPC	1	1	1	33306	21
202012	AG20	2	28	35	148602ATD	4	4	4	105480	120
202012	AG20	2	28	36	148602ATD	1	1	1	34380	30
202012	AG20	2	28	37	148602ATD	8	8	8	178906	205
202012	AG20	2	28	37	224507CPC	3	3	3	190200	120
202012	AG20	2	28	38	148602ATD	12	12	12	272210	335
202012	AG20	2	28	38	224507CPC	3	3	3	109822	86
202012	AG20	2	28	39	148602ATD	4	4	4	143250	125
202012	AG20	2	31	11	148602ATD	1	1	1	68760	60
202012	AG20	2	31	11	224507CPC	1	1	1	90654	58
202012	AG20	2	31	22	224507CPC	2	2	2	138732	88
202012	AG20	2	31	23	224507CPC	8	8	8	373208	236
202012	AG20	2	31	25	148602ATD	7	7	7	140202	123
202012	AG20	2	31	31	148602ATD	19	19	19	457339	413
202012	AG20	2	31	31	224507CPC	12	12	12	489705	331
202012	AG20	2	31	32	148602ATD	2	2	2	72360	60
202012	AG20	2	31	34	224507CPC	2	2	2	51080	40
202012	AG20	2	31	35	224507CPC	1	1	1	101595	65
202012	AG20	2	31	37	148602ATD	1	1	1	34380	30
202012	AG20	2	31	37	224507CPC	2	2	2	91988	58
202012	AG20	2	31	38	148602ATD	1	1	1	103140	90
202012	AG20	2	31	41	224507CPC	1	1	1	82208	56
202012	AG211	1	11	22	148602ATD	1	1	1	24066	21
202012	AG211	2	11	11	148602ATD	1	1	1	103140	90
202012	AG211	2	11	22	224507CPC	1	1	1	140670	90
202012	AG211	2	11	31	148602ATD	1	1	1	72198	63
202012	AG211	2	11	33	148602ATD	1	1	1	68760	60
202012	AG211	2	11	35	148602ATD	1	1	1	34380	30
202012	AG211	2	28	35	148602ATD	1	1	1	23700	30
202012	AG214	1	11	11	148602ATD	1	1	1	112308	98
202012	AG214	1	11	11	224507CPC	1	1	1	93780	60
202012	AG214	1	11	21	148602ATD	1	1	1	37050	30
202012	AG214	1	11	22	148602ATD	1	1	1	32790	30
202012	AG214	1	11	31	148602ATD	2	2	2	153120	135
202012	AG214	1	11	32	148602ATD	1	1	1	104286	91
202012	AG214	2	11	11	224507CPC	1	1	1	154154	98
202012	AG214	2	11	23	224507CPC	1	1	1	141570	90
202012	AG214	2	11	31	148602ATD	2	2	2	133843	121
202012	AG218	1	11	11	224507CPC	2	2	2	1020	10
202012	AG218	1	28	35	148602ATD	1	1	1	23700	30
202012	AG219	1	11	11	224507CPC	1	1	1	47580	30
202012	AG219	1	11	24	148602ATD	1	1	1	2418	31
202012	AG219	1	11	25	224507CPC	1	1	1	6780	60
202012	AG219	1	11	31	148602ATD	3	3	3	152220	150
202012	AG219	1	11	31	224507CPC	1	1	1	130680	90
202012	AG219	1	11	32	224507CPC	2	2	2	174240	120
202012	AG219	1	11	34	224507CPC	1	1	1	87120	60
202012	AG219	1	28	33	148602ATD	3	3	3	53760	60
202012	AG219	2	11	22	148602ATD	1	1	1	32790	30
202012	AG219	2	11	24	148602ATD	1	1	1	64176	56
202012	AG219	2	11	31	148602ATD	1	1	1	43260	60
202012	AG219	2	11	32	148602ATD	1	1	1	17190	15
202012	AG219	2	21	31	148602ATD	1	1	1	36750	30
202012	AG219	2	31	21	148602ATD	1	1	1	34620	30
202012	AG22	1	11	11	148602ATD	3	3	3	267540	240
202012	AG22	1	11	11	224507CPC	1	1	1	93780	60
202012	AG22	1	11	21	148602ATD	1	1	1	98370	90
202012	AG22	1	11	23	224507CPC	1	1	1	7800	65
202012	AG22	1	11	25	148602ATD	5	5	5	140580	270
202012	AG22	1	11	25	224507CPC	3	3	3	21600	180
202012	AG22	1	11	31	224507CPC	2	2	2	225900	150
202012	AG22	1	11	32	148602ATD	1	1	1	64176	56
202012	AG22	1	11	38	148602ATD	1	1	1	61208	56
202012	AG22	1	11	38	224507CPC	2	2	2	42572	29
202012	AG22	1	11	39	224507CPC	1	1	1	154154	98
202012	AG22	1	21	23	224507CPC	2	2	2	94380	60
202012	AG22	1	28	33	148602ATD	1	1	1	11850	15
202012	AG22	2	11	11	148602ATD	2	2	2	206280	180
202012	AG22	2	11	22	148602ATD	1	1	1	121170	105
202012	AG22	2	11	22	224507CPC	1	1	1	93780	60
202012	AG22	2	11	25	148602ATD	4	4	4	197079	183.5
202012	AG22	2	11	31	224507CPC	2	2	2	134010	90
202012	AG22	2	11	32	148602ATD	1	1	1	80220	70
202012	AG22	2	11	38	224507CPC	2	2	2	139080	90
202012	AG22	2	21	23	148602ATD	2	2	2	68040	60
202012	AG22	2	28	11	224507CPC	1	1	1	22500	30
202012	AG22	2	28	33	148602ATD	2	2	2	73500	60
202012	AG22	2	31	23	224507CPC	1	1	1	47520	30
202012	AG244	2	11	21	224507CPC	1	1	1	132132	84
202012	AG244	2	11	31	224507CPC	1	1	1	93780	60
202012	AG244	2	28	11	224507CPC	1	1	1	8712	6
202012	AG248	1	11	34	148602ATD	2	2	2	131160	120
202012	AG248	2	11	11	148602ATD	1	1	1	103860	90
202012	AG248	2	11	21	148602ATD	1	1	1	84960	90
202012	AG248	2	11	34	224507CPC	1	1	1	94380	60
202012	AG249	1	11	21	148602ATD	1	1	1	37050	30
202012	AG249	2	11	11	148602ATD	1	1	1	104286	91
202012	AG300	1	11	11	148602ATD	1	1	1	48132	42
202012	AG300	1	11	11	224507CPC	5	5	5	610470	390
202012	AG300	1	28	31	224507CPC	1	1	1	43560	30
202012	AG300	2	11	11	148602ATD	3	3	3	260361	301
202012	AG300	2	11	11	224507CPC	7	7	7	894456	578
202012	AG300	2	11	21	148602ATD	1	1	1	61208	56
202012	AG300	2	11	25	224507CPC	1	1	1	94380	60
202012	AG300	2	11	31	148602ATD	2	2	2	132363	115.5
202012	AG300	2	11	31	224507CPC	4	4	4	705960	460
202012	AG300	2	28	37	148602ATD	1	1	1	16500	30
202012	AG300	2	31	24	148602ATD	2	2	2	34380	30
202012	AG301	1	11	11	148602ATD	6	6	6	436632	391
202012	AG301	1	11	11	224507CPC	12	12	12	2059598	1341
202012	AG301	1	11	21	148602ATD	14	14	14	755744	668
202012	AG301	1	11	22	224507CPC	1	1	1	146289	93
202012	AG301	1	11	24	148602ATD	1	1	1	103140	90
202012	AG301	1	11	25	224507CPC	6	6	6	680670	450
202012	AG301	1	11	31	148602ATD	10	10	10	797800	698
202012	AG301	1	11	31	224507CPC	7	7	7	1112347	709
202012	AG301	1	11	35	148602ATD	1	1	1	84161	77
202012	AG301	1	11	36	148602ATD	1	1	1	25928	28
202012	AG301	1	11	37	148602ATD	53	53	53	2621168	2187
202012	AG301	1	11	37	224507CPC	3	3	3	142560	90
202012	AG301	1	11	38	224507CPC	1	1	1	64493	41
202012	AG301	1	21	22	148602ATD	2	2	2	64176	56
202012	AG301	1	21	31	148602ATD	1	1	1	34380	30
202012	AG301	1	28	31	148602ATD	1	1	1	34380	30
202012	AG301	1	28	33	148602ATD	1	1	1	23700	30
202012	AG301	1	31	25	148602ATD	2	2	2	110970	90
202012	AG301	1	31	31	148602ATD	1	1	1	34380	30
202012	AG301	1	31	35	148602ATD	2	2	2	56836	52
202012	AG301	1	71	32	148602ATD	1	1	1	103140	90
202012	AG301	1	71	32	224507CPC	1	1	1	87120	60
202012	AG301	2	11	11	148602ATD	17	17	17	2016079	1767.5
202012	AG301	2	11	11	224507CPC	24	24	24	3205787	2093
202012	AG301	2	11	21	148602ATD	40	40	40	2694322	2415.5
202012	AG301	2	11	21	224507CPC	1	1	1	46890	30
202012	AG301	2	11	22	148602ATD	1	1	1	64176	56
202012	AG301	2	11	22	224507CPC	4	4	4	433588	276
202012	AG301	2	11	23	224507CPC	1	1	1	198198	126
202012	AG301	2	11	24	148602ATD	5	5	5	381618	333
202012	AG301	2	11	25	224507CPC	9	9	9	1108055	705
202012	AG301	2	11	31	148602ATD	52	52	52	4181174	3685
202012	AG301	2	11	31	224507CPC	24	24	24	2764273	1801
202012	AG301	2	11	32	148602ATD	8	8	8	475341	410
202012	AG301	2	11	32	224507CPC	2	2	2	327210	220
202012	AG301	2	11	33	224507CPC	2	2	2	74052	51
202012	AG301	2	11	35	148602ATD	1	1	1	68859	63
202012	AG301	2	11	35	224507CPC	1	1	1	142296	98
202012	AG301	2	11	36	148602ATD	7	7	7	191360	200
202012	AG301	2	11	37	148602ATD	154	154	154	7723692	6372
202012	AG301	2	11	37	224507CPC	5	5	5	400920	270
202012	AG301	2	11	38	148602ATD	1	1	1	139700	127
202012	AG301	2	11	38	224507CPC	16	16	16	1640551	1087
202012	AG301	2	11	39	224507CPC	1	1	1	95040	60
202012	AG301	2	21	11	148602ATD	1	1	1	34380	30
202012	AG301	2	21	21	148602ATD	1	1	1	68760	60
202012	AG301	2	21	31	148602ATD	4	4	4	246390	215
202012	AG301	2	28	11	148602ATD	2	2	2	18144	16
202012	AG301	2	28	21	148602ATD	1	1	1	30604	28
